CODA Motion Analysis: gait-cross-validation-input.mdf [testsubject_50hz_10hz_50hz.stp]
Graph data: "L.Knee Rotation"
Time	Marker Position								Force Analogue Channel	Segment EVB.x 			Segment Rotation		
Time	L.Toe.V	L.Toe.X	L.Toe.Y	L.Toe.Z	L.Heel.V	L.Heel.X	L.Heel.Y	L.Heel.Z	Analogue1.4	Pelvis.X	Pelvis.Y	Pelvis.Z	L.Knee.X	L.Knee.Y	L.Knee.Z
(s)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)	( )	( )	( )	( )	(deg)	(deg)	(deg)
4.35000	1	627.39	168.57	92.67	1	560.97	136.29	291.74	-0.18	0.990853	0.130684	-0.033659	-9.654	62.615	8.185
4.35500	1	639.63	169.95	91.60	1	570.96	135.95	290.07	-0.09	0.991014	0.129472	-0.033602	-9.896	62.824	8.518
4.36000	1	652.35	171.28	90.47	1	581.16	135.66	288.05	-0.18	0.991161	0.128357	-0.033540	-10.140	62.982	8.876
4.36500	1	665.38	172.59	89.59	1	591.39	135.42	285.81	-0.24	0.991285	0.127367	-0.033653	-10.389	63.105	9.240
4.37000	1	678.72	173.82	88.37	1	601.75	135.23	283.23	-0.09	0.991396	0.126442	-0.033850	-10.624	63.185	9.624
4.37500	1	692.37	175.10	86.97	1	612.21	135.08	280.29	-0.18	0.991508	0.125523	-0.033984	-10.812	63.226	9.975
4.38000	1	706.20	176.25	85.80	1	622.84	135.00	277.10	-0.09	0.991623	0.124653	-0.033843	-10.998	63.214	10.268
4.38500	1	720.18	177.33	84.54	1	633.58	134.94	273.64	-0.27	0.991723	0.123851	-0.033855	-11.140	63.167	10.550
4.39000	1	734.38	178.43	82.66	1	644.46	134.89	269.89	-0.18	0.991824	0.123032	-0.033898	-11.285	63.074	10.849
4.39500	1	748.67	179.54	80.53	1	655.55	134.91	265.91	-0.09	0.991929	0.122168	-0.033932	-11.403	62.931	11.142
4.40000	1	763.03	180.63	78.35	1	666.82	134.96	261.83	-0.09	0.992010	0.121447	-0.034163	-11.487	62.740	11.403
4.40500	1	777.57	181.80	76.09	1	678.27	135.03	257.55	-0.09	0.992089	0.120726	-0.034430	-11.556	62.503	11.639
4.41000	1	792.45	182.92	73.71	1	689.90	135.14	253.10	-0.09	0.992177	0.120001	-0.034424	-11.601	62.226	11.880
4.41500	1	807.63	184.01	71.64	1	701.79	135.30	248.48	-0.18	0.992265	0.119285	-0.034382	-11.609	61.901	12.096
4.42000	1	823.29	185.08	69.61	1	713.86	135.53	243.60	-0.09	0.992341	0.118622	-0.034466	-11.605	61.544	12.313
4.42500	1	839.43	186.07	67.65	1	726.07	135.79	238.59	-0.18	0.992436	0.117918	-0.034163	-11.600	61.136	12.542
4.43000	1	856.02	186.95	65.69	1	738.36	136.09	233.32	-0.09	0.992513	0.117302	-0.034044	-11.574	60.685	12.720
4.43500	1	872.76	187.84	64.02	1	750.86	136.44	227.97	-0.09	0.992580	0.116680	-0.034220	-11.533	60.172	12.895
4.44000	1	889.75	188.67	62.14	1	763.50	136.84	222.41	-0.09	0.992637	0.116077	-0.034608	-11.456	59.640	13.065
4.44500	1	906.70	189.51	60.37	1	776.23	137.26	216.72	-0.18	0.992701	0.115467	-0.034806	-11.374	59.074	13.242
4.45000	1	923.53	190.24	58.39	1	789.16	137.72	210.97	-0.09	0.992762	0.114868	-0.035059	-11.268	58.464	13.398
4.45500	1	940.26	190.89	56.28	1	802.30	138.16	205.29	-0.09	0.992835	0.114211	-0.035151	-11.158	57.830	13.556
4.46000	1	956.95	191.56	53.84	1	815.57	138.59	199.55	-0.09	0.992904	0.113610	-0.035142	-11.040	57.145	13.658
4.46500	1	973.63	192.24	51.40	1	828.97	139.12	193.82	-0.09	0.992985	0.113014	-0.034774	-10.911	56.398	13.737
4.47000	1	990.41	192.91	48.88	1	842.63	139.69	188.17	-0.09	0.993047	0.112462	-0.034790	-10.769	55.625	13.835
4.47500	1	1007.39	193.61	46.77	1	856.39	140.26	182.52	-0.09	0.993120	0.111842	-0.034691	-10.577	54.824	13.898
4.48000	1	1024.47	194.21	44.90	1	870.29	140.84	176.78	-0.09	0.993177	0.111272	-0.034912	-10.427	53.978	13.969
4.48500	1	1041.66	194.89	43.19	1	884.47	141.46	170.98	-0.09	0.993258	0.110591	-0.034748	-10.275	53.113	14.009
4.49000	1	1058.90	195.62	41.45	1	898.80	142.13	165.21	-0.09	0.993325	0.109969	-0.034814	-10.134	52.231	14.061
4.49500	1	1076.18	196.36	39.84	1	913.28	142.86	159.37	-0.09	0.993399	0.109303	-0.034813	-9.997	51.313	14.094
4.50000	1	1093.50	197.00	38.17	1	927.98	143.61	153.52	-0.09	0.993470	0.108679	-0.034731	-9.867	50.357	14.109
4.50500	1	1110.86	197.65	36.61	1	942.80	144.38	147.59	-0.18	0.993532	0.108048	-0.034937	-9.724	49.377	14.121
4.51000	1	1128.27	198.20	35.23	1	957.66	145.21	141.65	-0.09	0.993575	0.107490	-0.035426	-9.570	48.371	14.106
4.51500	1	1145.69	198.76	34.08	1	972.64	145.99	135.73	-0.09	0.993625	0.106906	-0.035786	-9.427	47.334	14.082
4.52000	1	1163.16	199.34	33.15	1	987.67	146.74	129.93	-0.09	0.993675	0.106338	-0.036097	-9.268	46.275	14.048
4.52500	1	1180.67	199.89	32.42	1	1002.76	147.51	124.32	-0.09	0.993709	0.105780	-0.036784	-9.109	45.205	14.015
4.53000	1	1198.20	200.44	31.89	1	1017.92	148.28	119.12	-0.09	0.993769	0.105202	-0.036832	-8.945	44.097	13.967
4.53500	1	1215.78	201.07	31.54	1	1033.16	149.01	114.25	-0.18	0.993829	0.104604	-0.036916	-8.777	42.963	13.911
4.54000	1	1233.42	201.63	31.29	1	1048.44	149.70	109.65	-0.09	0.993891	0.103887	-0.037259	-8.610	41.803	13.836
4.54500	1	1251.11	202.07	31.19	1	1063.81	150.42	105.24	-0.09	0.993943	0.103190	-0.037793	-8.469	40.626	13.783
4.55000	1	1268.84	202.45	31.01	1	1079.21	151.10	100.97	-0.09	0.994006	0.102461	-0.038123	-8.307	39.416	13.696
4.55500	1	1286.67	202.82	30.83	1	1094.63	151.78	96.52	-0.09	0.994058	0.101738	-0.038712	-8.163	38.198	13.597
4.56000	1	1304.52	203.12	30.39	1	1110.12	152.44	92.11	-0.09	0.994106	0.101042	-0.039282	-8.010	36.966	13.502
4.56500	1	1322.17	203.32	29.69	1	1125.67	153.08	87.93	-0.18	0.994147	0.100444	-0.039783	-7.858	35.722	13.433
4.57000	1	1339.46	203.48	29.02	1	1141.27	153.65	83.88	-0.09	0.994214	0.099690	-0.040014	-7.692	34.457	13.366
4.57500	1	1356.38	203.60	28.88	1	1156.90	154.14	79.91	-0.09	0.994271	0.098929	-0.040462	-7.523	33.193	13.301
4.58000	1	1372.89	203.70	29.06	1	1172.57	154.63	76.30	-0.18	0.994342	0.098135	-0.040665	-7.371	31.918	13.264
4.58500	1	1389.04	203.81	29.59	1	1188.21	155.11	73.02	-0.09	0.994403	0.097313	-0.041149	-7.191	30.643	13.217
4.59000	1	1404.98	203.89	30.79	1	1203.77	155.57	69.71	-0.18	0.994474	0.096370	-0.041642	-7.007	29.379	13.194
4.59500	1	1420.84	203.91	32.44	1	1219.28	155.96	66.60	-0.09	0.994543	0.095425	-0.042176	-6.808	28.122	13.157
4.60000	1	1436.59	203.91	33.93	1	1234.73	156.37	63.58	-0.09	0.994621	0.094485	-0.042458	-6.620	26.876	13.168
4.60500	1	1452.17	203.93	35.44	1	1250.07	156.81	60.80	-0.09	0.994686	0.093527	-0.043043	-6.436	25.657	13.209
4.61000	1	1467.56	203.90	37.35	1	1265.30	157.20	58.17	-0.09	0.994764	0.092490	-0.043478	-6.257	24.454	13.261
4.61500	1	1482.77	203.83	39.57	1	1280.42	157.57	55.76	-0.09	0.994837	0.091474	-0.043949	-6.075	23.280	13.321
4.62000	1	1497.74	203.66	41.95	1	1295.40	157.95	53.49	-0.09	0.994902	0.090515	-0.044473	-5.897	22.140	13.413
4.62500	1	1512.41	203.43	44.85	1	1310.17	158.37	51.51	-0.18	0.994970	0.089510	-0.044980	-5.720	21.032	13.513
4.63000	1	1526.75	203.25	48.16	1	1324.73	158.73	49.58	-0.09	0.995045	0.088425	-0.045467	-5.546	19.956	13.652
4.63500	1	1540.78	203.00	51.58	1	1338.98	159.05	47.49	-0.18	0.995125	0.087306	-0.045874	-5.366	18.912	13.795
4.64000	1	1554.43	202.61	55.15	1	1352.79	159.26	45.64	-0.09	0.995206	0.086188	-0.046234	-5.184	17.895	13.958
4.64500	1	1567.71	202.24	58.90	1	1366.10	159.41	43.95	-0.09	0.995276	0.085070	-0.046793	-4.997	16.914	14.154
4.65000	1	1580.67	201.92	62.53	1	1378.95	159.39	42.22	-0.09	0.995335	0.083959	-0.047534	-4.790	15.950	14.337
4.65500	1	1593.32	201.59	66.07	1	1391.34	159.39	40.84	-0.09	0.995382	0.082862	-0.048461	-4.589	15.011	14.539
4.66000	1	1605.61	201.27	69.59	1	1403.38	159.28	39.73	-0.09	0.995430	0.081840	-0.049212	-4.380	14.094	14.734
4.66500	1	1617.53	201.00	72.94	1	1415.15	159.18	38.95	-0.09	0.995477	0.080807	-0.049966	-4.178	13.205	14.934
4.67000	1	1629.14	200.78	76.24	1	1426.71	159.09	38.31	-0.09	0.995533	0.079743	-0.050553	-3.975	12.332	15.134
4.67500	1	1640.42	200.57	79.48	1	1438.05	158.93	37.98	-0.18	0.995584	0.078672	-0.051224	-3.772	11.511	15.383
4.68000	1	1651.36	200.31	82.45	1	1449.21	158.81	37.29	-0.09	0.995646	0.077655	-0.051566	-3.579	10.712	15.591
4.68500	1	1661.97	200.05	85.67	1	1460.14	158.74	36.58	-0.18	0.995700	0.076654	-0.052020	-3.378	9.942	15.782
4.69000	1	1672.28	199.73	88.96	1	1470.87	158.56	35.35	-0.09	0.995749	0.075648	-0.052541	-3.181	9.205	15.959
4.69500	1	1682.25	199.34	92.00	1	1481.38	158.36	34.34	-0.18	0.995799	0.074666	-0.052994	-2.988	8.505	16.158
4.70000	1	1691.89	198.98	95.09	1	1491.69	158.16	33.10	-0.09	0.995864	0.073709	-0.053123	-2.799	7.825	16.375
4.70500	1	1701.17	198.54	98.24	1	1501.68	157.83	32.30	-0.18	0.995923	0.072774	-0.053300	-2.611	7.175	16.547
4.71000	1	1710.11	198.03	100.96	1	1511.41	157.44	31.87	-0.18	0.996002	0.071739	-0.053229	-2.429	6.558	16.711
4.71500	1	1718.74	197.49	103.42	1	1520.85	157.02	31.68	-0.09	0.996081	0.070776	-0.053035	-2.257	5.975	16.857
4.72000	1	1727.10	196.93	105.51	1	1529.93	156.56	31.44	-0.09	0.996167	0.069844	-0.052654	-2.091	5.433	16.999
4.72500	1	1735.12	196.38	107.31	1	1538.63	156.12	31.72	-0.09	0.996250	0.068875	-0.052361	-1.942	4.943	17.104
4.73000	1	1742.85	195.81	108.90	1	1547.00	155.61	31.70	-0.09	0.996330	0.067819	-0.052221	-1.808	4.504	17.212
4.73500	1	1750.29	195.13	110.31	1	1554.97	155.11	31.54	-0.09	0.996391	0.066820	-0.052350	-1.687	4.117	17.261
4.74000	1	1757.39	194.39	111.67	1	1562.60	154.59	31.53	-0.09	0.996450	0.065708	-0.052636	-1.593	3.786	17.296
4.74500	1	1764.14	193.65	112.96	1	1569.84	154.16	31.20	-0.09	0.996517	0.064478	-0.052888	-1.519	3.510	17.306
4.75000	1	1770.57	192.91	113.92	1	1576.63	153.79	30.58	-0.09	0.996578	0.063160	-0.053323	-1.461	3.285	17.281
4.75500	1	1776.67	192.10	114.55	1	1583.10	153.56	30.05	-0.18	0.996646	0.061810	-0.053633	-1.429	3.118	17.223
4.76000	1	1782.44	191.28	114.84	1	1589.16	153.31	29.38	-0.09	0.996725	0.060300	-0.053884	-1.418	3.010	17.145
4.76500	1	1787.90	190.37	114.66	1	1594.72	153.15	28.67	-0.09	0.996814	0.058657	-0.054039	-1.422	2.961	17.064
4.77000	1	1793.05	189.40	114.22	1	1599.83	152.99	28.02	-0.09	0.996900	0.056952	-0.054285	-1.451	2.990	16.992
4.77500	1	1797.91	188.39	113.34	1	1604.60	152.76	27.31	-0.09	0.997001	0.055208	-0.054236	-1.506	3.078	16.882
4.78000	1	1802.50	187.37	112.01	1	1608.94	152.63	26.52	0.00	0.997101	0.053247	-0.054345	-1.579	3.215	16.731
4.78500	1	1806.75	186.41	110.39	1	1612.89	152.45	25.67	-0.09	0.997192	0.051198	-0.054654	-1.661	3.423	16.601
4.79000	1	1810.62	185.42	108.65	1	1616.51	152.19	24.71	-0.09	0.997301	0.049142	-0.054552	-1.761	3.684	16.469
4.79500	1	1814.20	184.48	106.44	1	1619.77	152.02	23.75	-0.09	0.997410	0.046886	-0.054546	-1.866	3.995	16.345
4.80000	1	1817.47	183.59	103.99	1	1622.60	151.83	22.77	-0.09	0.997505	0.044511	-0.054788	-1.983	4.352	16.232
4.80500	1	1820.43	182.65	101.37	1	1625.01	151.60	21.91	-0.09	0.997605	0.042181	-0.054816	-2.113	4.758	16.142
4.81000	1	1823.22	181.84	98.20	1	1626.95	151.37	21.16	-0.18	0.997715	0.039789	-0.054605	-2.230	5.180	16.043
4.81500	1	1825.95	181.11	94.40	1	1628.52	151.08	20.37	0.00	0.997809	0.037284	-0.054650	-2.334	5.627	15.975
4.82000	1	1828.54	180.40	90.46	1	1629.85	150.79	19.82	-0.09	0.997905	0.034874	-0.054490	-2.434	6.070	15.893
4.82500	1	1831.07	179.74	86.37	1	1631.08	150.52	19.40	0.00	0.998009	0.032390	-0.054118	-2.515	6.479	15.790
4.83000	1	1833.63	179.08	81.92	1	1632.31	150.22	19.07	-0.09	0.998100	0.029831	-0.053906	-2.576	6.837	15.707
4.83500	1	1836.17	178.47	77.44	1	1633.62	149.95	18.98	-0.09	0.998197	0.027335	-0.053439	-2.621	7.118	15.578
4.84000	1	1838.69	177.95	72.76	1	1635.05	149.65	19.29	-0.18	0.998298	0.024886	-0.052738	-2.648	7.325	15.467
4.84500	1	1841.23	177.55	67.70	1	1636.55	149.38	19.51	-0.09	0.998388	0.022442	-0.052126	-2.649	7.467	15.344
4.85000	1	1843.69	177.18	62.70	1	1638.05	149.13	19.70	0.00	0.998472	0.020209	-0.051427	-2.647	7.577	15.246
4.85500	1	1845.91	176.78	57.97	1	1639.51	148.90	19.82	0.00	0.998562	0.018177	-0.050432	-2.647	7.701	15.133
4.86000	1	1847.95	176.49	53.30	1	1640.89	148.62	19.84	-0.09	0.998627	0.016327	-0.049765	-2.655	7.885	15.043
4.86500	1	1849.81	176.29	48.84	1	1642.17	148.32	19.78	-0.09	0.998685	0.014831	-0.049068	-2.672	8.149	14.995
4.87000	1	1851.44	176.15	44.77	1	1643.33	148.07	19.66	-0.09	0.998735	0.013690	-0.048392	-2.710	8.511	14.962
4.87500	1	1852.90	176.07	40.75	1	1644.39	147.81	19.75	0.00	0.998762	0.012804	-0.048062	-2.748	8.970	14.895
4.88000	1	1854.23	175.99	36.91	1	1645.36	147.55	19.97	-0.09	0.998773	0.012237	-0.047982	-2.781	9.501	14.837
4.88500	1	1855.42	175.97	33.42	1	1646.26	147.23	20.16	-0.09	0.998792	0.011982	-0.047651	-2.817	10.079	14.783
4.89000	1	1856.49	176.00	30.20	1	1647.12	146.93	20.30	-0.18	0.998788	0.011907	-0.047758	-2.849	10.685	14.695
4.89500	1	1857.46	176.07	27.19	1	1647.91	146.64	20.68	-0.09	0.998785	0.012041	-0.047781	-2.872	11.286	14.604
4.90000	1	1858.31	176.13	24.51	1	1648.66	146.36	20.86	-0.18	0.998793	0.012399	-0.047535	-2.884	11.867	14.511
4.90500	1	1859.05	176.16	22.11	1	1649.35	146.05	21.08	0.00	0.998810	0.012860	-0.047042	-2.877	12.410	14.337
4.91000	1	1859.70	176.21	19.75	1	1649.96	145.78	21.53	-0.09	0.998829	0.013440	-0.046482	-2.853	12.908	14.124
4.91500	1	1860.29	176.19	17.50	1	1650.54	145.58	21.98	-0.09	0.998866	0.014155	-0.045464	-2.822	13.362	13.906
4.92000	1	1860.84	176.12	15.32	1	1651.14	145.43	22.18	0.00	0.998907	0.014821	-0.044341	-2.783	13.781	13.660
4.92500	1	1861.29	176.11	13.26	1	1651.69	145.32	22.41	0.00	0.998940	0.015420	-0.043375	-2.733	14.169	13.420
4.93000	1	1861.66	176.14	11.39	1	1652.18	145.18	22.72	0.00	0.998981	0.016063	-0.042172	-2.699	14.531	13.226
4.93500	1	1861.95	176.17	9.77	1	1652.65	145.08	22.88	0.00	0.999022	0.016648	-0.040971	-2.666	14.874	13.015
4.94000	1	1862.15	176.19	8.35	1	1653.05	144.94	23.08	-0.09	0.999056	0.017038	-0.039954	-2.637	15.216	12.860
4.94500	1	1862.28	176.17	7.11	1	1653.40	144.78	23.29	0.00	0.999091	0.017392	-0.038919	-2.629	15.552	12.717
4.95000	1	1862.42	176.11	5.81	1	1653.69	144.68	23.56	-0.09	0.999140	0.017768	-0.037461	-2.628	15.880	12.601
4.95500	1	1862.57	176.07	4.41	1	1653.98	144.58	23.81	-0.09	0.999182	0.017975	-0.036214	-2.628	16.210	12.483
4.96000	1	1862.72	176.07	3.01	1	1654.27	144.48	24.08	0.00	0.999219	0.018041	-0.035151	-2.630	16.544	12.359
4.96500	1	1862.82	176.01	1.85	1	1654.52	144.39	24.32	-0.09	0.999256	0.018106	-0.034055	-2.647	16.881	12.268
4.97000	1	1862.85	175.91	0.96	1	1654.77	144.32	24.59	0.00	0.999289	0.018103	-0.033075	-2.669	17.212	12.146
4.97500	1	1862.87	175.83	0.10	1	1654.99	144.23	24.96	-0.09	0.999309	0.018057	-0.032491	-2.691	17.547	12.021
4.98000	1	1862.85	175.78	-0.65	1	1655.22	144.14	25.08	0.00	0.999336	0.018001	-0.031685	-2.716	17.873	11.936
4.98500	1	1862.86	175.78	-1.34	1	1655.41	144.10	25.06	-0.09	0.999364	0.017947	-0.030827	-2.749	18.179	11.860
4.99000	1	1862.96	175.73	-2.18	1	1655.58	144.06	25.16	-0.09	0.999389	0.017901	-0.030017	-2.788	18.464	11.806
4.99500	1	1863.08	175.65	-2.95	1	1655.71	144.06	25.43	-0.09	0.999412	0.017854	-0.029257	-2.833	18.735	11.800
5.00000	1	1863.19	175.59	-3.39	1	1655.84	144.06	25.65	-0.09	0.999438	0.017823	-0.028386	-2.880	18.972	11.802
 
