CODA Motion Analysis: gait-cross-validation-input.mdf [testsubject_50hz_10hz_50hz.stp]
Graph data: "L.Knee Rotation"
Time	Marker Position								Force Analogue Channel	Segment EVB.x 			Segment Rotation		
Time	L.Toe.V	L.Toe.X	L.Toe.Y	L.Toe.Z	L.Heel.V	L.Heel.X	L.Heel.Y	L.Heel.Z	Analogue1.4	Pelvis.X	Pelvis.Y	Pelvis.Z	L.Knee.X	L.Knee.Y	L.Knee.Z
(s)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)	( )	( )	( )	( )	(deg)	(deg)	(deg)
1.00000	1	-2501.61	185.60	-12.21	1	-2682.80	147.15	82.56	-0.18	0.983305	0.161463	-0.083916	-4.702	19.327	9.663
1.00500	1	-2501.52	185.52	-12.11	1	-2681.56	147.23	84.88	-0.18	0.983037	0.162800	-0.084466	-4.743	19.492	9.588
1.01000	1	-2501.44	185.48	-12.07	1	-2680.25	147.33	87.30	0.03	0.982809	0.163828	-0.085124	-4.786	19.667	9.497
1.01500	1	-2501.36	185.42	-12.07	0	-2678.90	147.52	89.74	-0.09	0.982557	0.164809	-0.086133	-4.841	19.863	9.421
1.02000	1	-2501.29	185.37	-12.07	0	-2677.40	147.67	92.42	-0.09	0.982341	0.165560	-0.087158	-4.901	20.061	9.328
1.02500	1	-2501.18	185.33	-12.01	1	-2675.69	147.82	95.36	0.00	0.982174	0.166076	-0.088057	-4.945	20.266	9.228
1.03000	1	-2501.09	185.30	-12.07	1	-2674.03	147.93	98.17	0.03	0.982074	0.166309	-0.088729	-5.001	20.483	9.151
1.03500	1	-2500.98	185.27	-12.07	1	-2672.38	148.03	100.74	-0.18	0.981957	0.166457	-0.089730	-5.042	20.715	9.063
1.04000	1	-2500.90	185.21	-12.10	1	-2670.50	148.23	103.61	-0.09	0.981921	0.166249	-0.090513	-5.081	20.945	8.943
1.04500	1	-2500.82	185.19	-12.09	1	-2668.60	148.41	106.41	0.00	0.981924	0.165784	-0.091324	-5.122	21.188	8.832
1.05000	1	-2500.71	185.18	-12.12	1	-2666.63	148.58	109.29	0.00	0.981964	0.165176	-0.092000	-5.164	21.452	8.723
1.05500	1	-2500.60	185.16	-12.15	1	-2664.39	148.81	112.60	-0.09	0.982011	0.164414	-0.092862	-5.201	21.731	8.625
1.06000	1	-2500.45	185.16	-12.09	1	-2662.00	149.04	116.13	-0.09	0.982166	0.163355	-0.093087	-5.219	22.016	8.511
1.06500	1	-2500.28	185.21	-12.03	1	-2659.56	149.37	119.57	-0.09	0.982372	0.162149	-0.093026	-5.246	22.323	8.437
1.07000	1	-2500.07	185.28	-11.88	1	-2657.04	149.72	123.06	0.00	0.982634	0.160768	-0.092654	-5.274	22.650	8.360
1.07500	1	-2499.89	185.37	-11.74	1	-2654.38	150.02	126.60	0.03	0.982943	0.159202	-0.092076	-5.308	22.987	8.324
1.08000	1	-2499.72	185.46	-11.64	1	-2651.57	150.31	130.19	0.00	0.983293	0.157597	-0.091090	-5.341	23.342	8.296
1.08500	1	-2499.51	185.58	-11.48	1	-2648.66	150.57	133.78	-0.09	0.983656	0.155992	-0.089925	-5.370	23.721	8.279
1.09000	1	-2499.29	185.69	-11.28	1	-2645.55	150.81	137.51	0.00	0.984049	0.154262	-0.088609	-5.398	24.121	8.286
1.09500	1	-2499.07	185.81	-11.11	1	-2642.16	151.11	141.60	0.00	0.984455	0.152547	-0.087049	-5.426	24.549	8.281
1.10000	1	-2498.84	185.93	-10.92	1	-2638.65	151.44	145.60	-0.09	0.984860	0.150954	-0.085222	-5.453	25.012	8.271
1.10500	1	-2498.55	186.07	-10.47	1	-2634.88	151.67	149.82	-0.09	0.985257	0.149446	-0.083270	-5.486	25.507	8.261
1.11000	1	-2498.22	186.24	-9.91	1	-2630.81	151.88	154.33	0.00	0.985645	0.147982	-0.081275	-5.526	26.038	8.243
1.11500	1	-2497.84	186.40	-9.24	1	-2626.55	152.08	158.90	0.00	0.985980	0.146854	-0.079228	-5.564	26.626	8.226
1.12000	1	-2497.42	186.54	-8.54	1	-2622.09	152.21	163.41	0.00	0.986282	0.145942	-0.077125	-5.601	27.256	8.184
1.12500	1	-2496.90	186.64	-7.70	1	-2617.31	152.32	168.20	0.00	0.986562	0.145144	-0.075022	-5.656	27.933	8.142
1.13000	1	-2496.37	186.71	-6.90	1	-2612.34	152.33	172.95	0.00	0.986809	0.144559	-0.072869	-5.721	28.669	8.080
1.13500	1	-2495.80	186.72	-6.07	1	-2607.05	152.29	177.87	-0.09	0.986987	0.144251	-0.071051	-5.771	29.456	7.992
1.14000	1	-2495.12	186.68	-5.04	1	-2601.45	152.19	182.96	0.00	0.987132	0.144093	-0.069330	-5.847	30.286	7.932
1.14500	1	-2494.33	186.61	-3.70	1	-2595.54	151.96	188.19	0.00	0.987258	0.144065	-0.067578	-5.917	31.154	7.853
1.15000	1	-2493.37	186.52	-2.08	1	-2589.33	151.69	193.55	-0.09	0.987325	0.144372	-0.065926	-5.988	32.071	7.735
1.15500	1	-2492.24	186.41	-0.15	1	-2582.78	151.30	199.05	0.00	0.987357	0.144777	-0.064543	-6.074	33.017	7.623
1.16000	1	-2490.97	186.26	2.03	1	-2575.91	150.79	204.68	0.00	0.987379	0.145267	-0.063087	-6.167	33.996	7.480
1.16500	1	-2489.51	186.04	4.54	1	-2568.73	150.23	210.33	0.00	0.987383	0.145838	-0.061685	-6.263	35.023	7.374
1.17000	1	-2487.87	185.69	7.29	1	-2561.27	149.50	215.94	0.00	0.987356	0.146527	-0.060483	-6.358	36.070	7.214
1.17500	1	-2486.09	185.27	10.07	1	-2553.54	148.71	221.51	0.00	0.987319	0.147167	-0.059525	-6.442	37.140	7.040
1.18000	1	-2484.04	184.80	13.04	1	-2545.57	147.88	227.03	-0.09	0.987291	0.147800	-0.058415	-6.529	38.232	6.828
1.18500	1	-2481.64	184.32	16.25	1	-2537.48	147.02	232.31	0.00	0.987271	0.148441	-0.057100	-6.616	39.332	6.615
1.19000	1	-2478.75	183.83	19.75	1	-2529.33	146.14	237.43	0.00	0.987261	0.149034	-0.055726	-6.715	40.437	6.384
1.19500	1	-2475.24	183.28	23.48	1	-2521.15	145.20	242.44	0.00	0.987254	0.149559	-0.054423	-6.831	41.571	6.175
1.20000	1	-2471.00	182.66	27.44	1	-2513.03	144.14	247.21	-0.09	0.987263	0.149991	-0.053051	-6.953	42.718	5.971
1.20500	1	-2465.91	182.01	31.43	1	-2505.05	143.03	251.57	0.00	0.987282	0.150359	-0.051640	-7.085	43.873	5.789
1.21000	1	-2459.90	181.33	35.22	1	-2497.12	141.94	255.62	-0.09	0.987307	0.150633	-0.050344	-7.216	45.051	5.591
1.21500	1	-2452.92	180.60	38.81	1	-2489.15	140.84	259.37	0.00	0.987359	0.150727	-0.049021	-7.365	46.238	5.388
1.22000	1	-2444.94	179.78	42.32	1	-2481.11	139.68	262.88	0.00	0.987436	0.150694	-0.047549	-7.529	47.417	5.176
1.22500	1	-2436.05	178.88	45.87	1	-2472.95	138.47	266.14	-0.09	0.987541	0.150495	-0.045986	-7.696	48.583	4.992
1.23000	1	-2426.39	177.90	49.55	1	-2464.60	137.23	269.18	0.00	0.987666	0.150132	-0.044463	-7.850	49.734	4.826
1.23500	1	-2416.17	176.84	53.31	1	-2456.06	136.04	272.03	0.00	0.987805	0.149563	-0.043267	-8.008	50.845	4.704
1.24000	1	-2405.64	175.73	56.83	1	-2447.38	134.88	274.43	-0.09	0.987963	0.148858	-0.042064	-8.146	51.904	4.577
1.24500	1	-2395.44	174.58	59.96	1	-2438.49	133.72	276.55	0.03	0.988133	0.148020	-0.041029	-8.285	52.915	4.456
1.25000	1	-2385.68	173.44	62.67	1	-2429.35	132.61	278.51	-0.09	0.988314	0.147099	-0.039966	-8.429	53.877	4.387
1.25500	0	-2375.14	172.28	64.77	1	-2419.99	131.52	280.21	0.00	0.988517	0.145976	-0.039058	-8.566	54.796	4.372
1.26000	0	-2364.60	171.12	66.86	1	-2410.44	130.45	281.64	-0.09	0.988738	0.144740	-0.038035	-8.685	55.672	4.388
1.26500	1	-2354.07	169.96	68.96	1	-2400.63	129.44	282.96	-0.09	0.988956	0.143423	-0.037352	-8.793	56.506	4.436
1.27000	1	-2342.10	168.89	70.53	1	-2390.63	128.46	284.01	-0.09	0.989187	0.142012	-0.036642	-8.896	57.289	4.441
1.27500	1	-2329.44	167.86	71.64	1	-2380.47	127.48	284.71	0.00	0.989411	0.140522	-0.036327	-8.987	58.043	4.493
1.28000	1	-2316.02	166.87	72.15	1	-2370.14	126.52	285.15	0.00	0.989631	0.139040	-0.036038	-9.093	58.747	4.586
1.28500	1	-2303.99	165.95	71.88	1	-2359.65	125.57	285.36	0.00	0.989851	0.137526	-0.035787	-9.208	59.409	4.703
1.29000	1	-2291.65	165.06	71.52	1	-2348.97	124.62	285.32	-0.09	0.990083	0.135958	-0.035360	-9.321	60.024	4.859
1.29500	1	-2278.94	164.13	71.21	1	-2338.16	123.68	284.94	0.00	0.990310	0.134374	-0.035062	-9.429	60.595	5.078
1.30000	1	-2265.87	163.25	70.67	1	-2327.23	122.71	284.19	0.00	0.990546	0.132755	-0.034567	-9.509	61.108	5.285
1.30500	1	-2252.42	162.46	70.20	1	-2316.14	121.81	283.17	-0.18	0.990778	0.131130	-0.034117	-9.565	61.576	5.524
1.31000	1	-2238.61	161.74	69.91	1	-2304.93	120.93	281.75	-0.09	0.991017	0.129503	-0.033377	-9.632	61.988	5.770
1.31500	1	-2224.62	161.09	69.32	1	-2293.64	120.00	279.87	-0.09	0.991232	0.128004	-0.032779	-9.705	62.363	6.095
1.32000	1	-2210.40	160.53	68.33	1	-2282.23	119.08	277.75	-0.09	0.991429	0.126607	-0.032249	-9.780	62.695	6.476
1.32500	1	-2195.82	160.19	67.49	1	-2270.67	118.20	275.37	0.00	0.991620	0.125236	-0.031696	-9.849	62.977	6.904
1.33000	1	-2181.04	160.02	66.44	1	-2259.01	117.33	272.65	-0.09	0.991798	0.123933	-0.031274	-9.943	63.216	7.347
1.33500	1	-2166.11	160.03	64.84	1	-2247.25	116.48	269.69	0.00	0.991955	0.122749	-0.030940	-10.051	63.406	7.800
1.34000	1	-2150.91	160.22	63.02	1	-2235.31	115.63	266.49	-0.09	0.992117	0.121571	-0.030389	-10.165	63.544	8.242
1.34500	1	-2135.49	160.55	61.13	1	-2223.24	114.85	263.05	-0.09	0.992270	0.120467	-0.029798	-10.319	63.618	8.696
1.35000	1	-2119.87	160.94	58.96	1	-2211.04	114.11	259.35	0.00	0.992405	0.119469	-0.029304	-10.461	63.631	9.121
1.35500	1	-2104.60	161.38	56.86	1	-2198.69	113.43	255.23	0.00	0.992533	0.118549	-0.028698	-10.625	63.573	9.535
1.36000	1	-2089.68	161.86	54.97	1	-2186.17	112.76	250.84	0.00	0.992639	0.117744	-0.028361	-10.807	63.462	9.951
1.36500	0	-2073.06	162.48	53.20	1	-2173.46	112.15	246.34	0.00	0.992722	0.117120	-0.028035	-10.993	63.293	10.319
1.37000	1	-2056.45	163.10	51.42	1	-2160.60	111.63	241.49	-0.09	0.992791	0.116589	-0.027791	-11.192	63.065	10.722
1.37500	1	-2039.48	163.77	49.59	1	-2147.59	111.24	236.35	0.00	0.992852	0.116164	-0.027410	-11.403	62.784	11.155
1.38000	1	-2021.70	164.55	47.63	1	-2134.37	110.94	231.07	-0.09	0.992892	0.115859	-0.027231	-11.608	62.459	11.575
1.38500	1	-2003.11	165.36	45.41	1	-2120.95	110.71	225.79	-0.09	0.992934	0.115621	-0.026704	-11.776	62.054	11.989
1.39000	1	-1985.68	166.17	42.81	1	-2107.35	110.52	220.30	0.00	0.992958	0.115483	-0.026443	-11.945	61.585	12.394
1.39500	1	-1968.15	166.99	40.03	1	-2093.51	110.36	214.81	0.00	0.992967	0.115437	-0.026281	-12.109	61.067	12.773
1.40000	1	-1950.48	167.86	37.24	1	-2079.47	110.28	209.09	0.00	0.992967	0.115443	-0.026269	-12.240	60.489	13.091
1.40500	1	-1932.69	168.74	34.37	1	-2065.23	110.29	203.31	-0.09	0.992962	0.115499	-0.026183	-12.363	59.844	13.422
1.41000	1	-1914.72	169.59	31.60	1	-2050.81	110.38	197.41	0.00	0.992948	0.115612	-0.026225	-12.466	59.139	13.719
1.41500	1	-1896.55	170.46	29.24	1	-2036.19	110.54	191.57	0.00	0.992929	0.115744	-0.026364	-12.537	58.367	13.968
1.42000	1	-1878.19	171.34	27.08	1	-2021.40	110.81	185.53	0.00	0.992902	0.115921	-0.026617	-12.592	57.533	14.193
1.42500	1	-1859.68	172.22	24.98	1	-2006.44	111.13	179.57	-0.09	0.992870	0.116128	-0.026891	-12.604	56.643	14.393
1.43000	1	-1841.02	172.98	22.99	1	-1991.33	111.50	173.48	0.00	0.992838	0.116367	-0.027051	-12.583	55.703	14.598
1.43500	1	-1822.30	173.71	21.07	1	-1976.04	111.98	167.02	0.00	0.992796	0.116643	-0.027395	-12.514	54.717	14.781
1.44000	1	-1803.51	174.38	19.14	1	-1960.62	112.53	160.38	0.00	0.992756	0.116929	-0.027638	-12.413	53.684	14.954
1.44500	1	-1784.64	174.95	17.27	1	-1945.05	113.19	153.72	0.00	0.992724	0.117155	-0.027806	-12.283	52.603	15.135
1.45000	1	-1765.70	175.48	15.47	1	-1929.38	113.89	147.09	0.00	0.992688	0.117408	-0.028038	-12.120	51.487	15.302
1.45500	1	-1746.73	176.03	14.01	1	-1913.55	114.61	140.57	-0.09	0.992642	0.117685	-0.028493	-11.928	50.342	15.474
1.46000	1	-1727.66	176.51	12.94	1	-1897.62	115.31	134.26	0.00	0.992600	0.117961	-0.028834	-11.699	49.168	15.594
1.46500	1	-1708.54	176.95	12.18	1	-1881.64	116.03	127.89	0.00	0.992552	0.118237	-0.029333	-11.444	47.981	15.693
1.47000	1	-1689.45	177.41	11.69	1	-1865.61	116.80	121.66	-0.09	0.992510	0.118514	-0.029628	-11.182	46.769	15.757
1.47500	1	-1670.41	177.83	11.64	1	-1849.48	117.63	115.57	0.00	0.992470	0.118783	-0.029893	-10.896	45.532	15.784
1.48000	1	-1651.44	178.14	11.74	1	-1833.33	118.43	109.54	-0.09	0.992440	0.119011	-0.029999	-10.584	44.278	15.772
1.48500	1	-1632.56	178.35	11.72	1	-1817.15	119.20	103.73	0.00	0.992412	0.119188	-0.030202	-10.276	43.009	15.753
1.49000	1	-1613.79	178.48	11.69	1	-1800.95	119.99	98.21	0.00	0.992397	0.119289	-0.030295	-9.954	41.715	15.706
1.49500	1	-1595.14	178.50	11.84	1	-1784.69	120.79	92.76	-0.09	0.992382	0.119378	-0.030446	-9.615	40.406	15.634
1.50000	1	-1576.60	178.47	11.89	1	-1768.38	121.59	87.29	0.00	0.992366	0.119445	-0.030697	-9.255	39.076	15.514
1.50500	1	-1558.22	178.39	12.12	1	-1752.06	122.36	81.88	-0.18	0.992351	0.119479	-0.031045	-8.906	37.729	15.389
1.51000	1	-1540.02	178.24	12.87	1	-1735.73	123.05	76.57	0.00	0.992339	0.119425	-0.031648	-8.563	36.371	15.256
1.51500	1	-1522.02	178.09	13.96	1	-1719.41	123.70	71.68	0.00	0.992329	0.119339	-0.032265	-8.211	34.996	15.087
1.52000	1	-1504.25	177.86	15.12	1	-1703.11	124.30	67.13	0.00	0.992317	0.119204	-0.033125	-7.876	33.619	14.923
1.52500	1	-1486.75	177.51	16.57	1	-1686.92	124.86	62.79	-0.09	0.992308	0.119048	-0.033956	-7.544	32.237	14.728
1.53000	1	-1469.50	177.09	18.12	1	-1670.87	125.42	58.95	0.00	0.992300	0.118838	-0.034893	-7.227	30.859	14.548
1.53500	1	-1452.47	176.66	19.43	1	-1654.90	125.95	55.37	0.00	0.992298	0.118611	-0.035722	-6.923	29.484	14.360
1.54000	1	-1435.72	176.13	20.84	1	-1639.08	126.43	51.76	0.00	0.992299	0.118353	-0.036548	-6.645	28.125	14.198
1.54500	1	-1419.22	175.54	22.51	1	-1623.51	126.85	48.35	-0.09	0.992299	0.118114	-0.037307	-6.384	26.780	14.054
1.55000	1	-1403.01	174.93	24.30	1	-1608.16	127.23	45.22	0.00	0.992298	0.117851	-0.038149	-6.137	25.456	13.954
1.55500	1	-1387.15	174.27	26.40	1	-1592.97	127.44	42.25	0.00	0.992303	0.117556	-0.038929	-5.902	24.156	13.872
1.56000	1	-1371.67	173.55	28.92	1	-1578.05	127.67	39.47	0.00	0.992310	0.117259	-0.039639	-5.680	22.882	13.823
1.56500	1	-1356.55	172.83	31.53	1	-1563.43	127.85	36.93	0.00	0.992314	0.117006	-0.040274	-5.475	21.651	13.827
1.57000	1	-1341.86	172.05	34.40	1	-1549.03	128.01	34.80	0.00	0.992326	0.116708	-0.040841	-5.285	20.456	13.860
1.57500	1	-1327.62	171.19	37.62	1	-1534.96	128.00	33.07	-0.09	0.992348	0.116370	-0.041273	-5.096	19.316	13.939
1.58000	1	-1313.76	170.39	40.80	1	-1521.24	127.77	31.62	-0.09	0.992364	0.116026	-0.041842	-4.914	18.237	14.045
1.58500	1	-1300.32	169.61	44.06	1	-1507.86	127.42	30.43	0.00	0.992386	0.115684	-0.042266	-4.746	17.212	14.184
1.59000	1	-1287.36	168.86	47.47	1	-1494.87	127.03	29.68	0.00	0.992413	0.115380	-0.042472	-4.579	16.235	14.332
1.59500	1	-1274.82	168.15	50.72	1	-1482.23	126.65	28.80	-0.09	0.992425	0.115036	-0.043117	-4.404	15.322	14.493
1.60000	1	-1262.69	167.54	53.65	1	-1469.96	126.11	28.30	-0.09	0.992448	0.114624	-0.043680	-4.239	14.447	14.658
1.60500	1	-1251.03	166.95	56.41	1	-1458.03	125.56	27.84	0.00	0.992481	0.114227	-0.043983	-4.085	13.611	14.850
1.61000	1	-1239.78	166.39	58.96	1	-1446.47	125.07	27.52	0.00	0.992509	0.113872	-0.044252	-3.931	12.806	15.052
1.61500	1	-1228.93	165.88	61.34	1	-1435.23	124.54	26.74	0.00	0.992546	0.113387	-0.044678	-3.759	12.031	15.227
1.62000	1	-1218.54	165.35	63.87	1	-1424.37	124.01	26.02	-0.09	0.992598	0.112930	-0.044668	-3.593	11.273	15.394
1.62500	1	-1208.59	164.84	66.38	1	-1413.86	123.58	25.05	-0.09	0.992647	0.112501	-0.044675	-3.418	10.549	15.575
1.63000	1	-1199.10	164.37	68.84	1	-1403.70	123.04	24.04	-0.09	0.992694	0.112045	-0.044763	-3.245	9.860	15.749
1.63500	1	-1190.00	163.89	71.25	1	-1393.94	122.42	23.32	0.00	0.992752	0.111517	-0.044806	-3.078	9.212	15.911
1.64000	1	-1181.29	163.38	73.53	1	-1384.49	121.84	22.60	-0.09	0.992799	0.111004	-0.045046	-2.917	8.599	16.062
1.64500	1	-1172.92	162.88	75.48	1	-1375.41	121.24	22.17	-0.09	0.992851	0.110498	-0.045129	-2.760	8.026	16.176
1.65000	1	-1164.89	162.36	77.24	1	-1366.71	120.53	22.10	0.00	0.992894	0.109997	-0.045407	-2.607	7.510	16.292
1.65500	1	-1157.17	161.84	78.86	1	-1358.40	119.76	21.94	0.00	0.992934	0.109505	-0.045732	-2.472	7.035	16.358
1.66000	1	-1149.77	161.32	80.30	1	-1350.43	119.07	21.57	-0.09	0.992961	0.109062	-0.046197	-2.347	6.612	16.414
1.66500	1	-1142.71	160.82	81.59	1	-1342.90	118.34	21.96	-0.09	0.992989	0.108643	-0.046584	-2.234	6.245	16.436
1.67000	1	-1135.93	160.29	82.65	1	-1335.72	117.58	21.98	-0.09	0.993002	0.108208	-0.047313	-2.129	5.934	16.421
1.67500	1	-1129.41	159.76	83.57	1	-1328.88	116.79	21.65	0.00	0.993027	0.107702	-0.047927	-2.036	5.669	16.390
1.68000	1	-1123.19	159.20	84.27	1	-1322.46	116.04	21.79	0.00	0.993061	0.107215	-0.048311	-1.961	5.443	16.335
1.68500	1	-1117.29	158.53	84.69	1	-1316.37	115.31	21.87	-0.09	0.993085	0.106692	-0.048973	-1.899	5.273	16.256
1.69000	1	-1111.63	157.76	84.75	1	-1310.53	114.61	21.14	-0.09	0.993105	0.106143	-0.049762	-1.854	5.150	16.144
1.69500	1	-1106.23	156.90	84.44	1	-1305.10	114.03	20.65	-0.09	0.993139	0.105525	-0.050399	-1.833	5.069	16.021
1.70000	1	-1101.16	155.94	83.79	1	-1300.07	113.40	20.20	-0.09	0.993171	0.104897	-0.051072	-1.844	5.044	15.909
1.70500	1	-1096.38	154.92	82.88	1	-1295.36	112.89	19.50	0.00	0.993197	0.104189	-0.051996	-1.861	5.080	15.802
1.71000	1	-1091.85	153.87	81.69	1	-1290.97	112.40	18.54	0.00	0.993244	0.103307	-0.052857	-1.890	5.158	15.665
1.71500	1	-1087.60	152.80	80.15	1	-1286.96	111.84	17.79	-0.09	0.993310	0.102299	-0.053569	-1.929	5.280	15.519
1.72000	1	-1083.67	151.68	78.46	1	-1283.23	111.37	16.81	-0.09	0.993383	0.101179	-0.054336	-1.987	5.453	15.397
1.72500	1	-1080.04	150.58	76.44	1	-1279.89	110.88	15.77	-0.09	0.993461	0.099932	-0.055224	-2.042	5.671	15.298
1.73000	1	-1076.65	149.49	73.71	1	-1277.09	110.28	14.80	-0.09	0.993552	0.098534	-0.056094	-2.100	5.904	15.167
1.73500	1	-1073.51	148.42	70.52	1	-1274.84	109.80	14.37	-0.18	0.993660	0.097059	-0.056734	-2.165	6.152	15.033
1.74000	1	-1070.60	147.39	66.85	1	-1273.07	109.37	14.24	-0.09	0.993774	0.095466	-0.057436	-2.215	6.406	14.867
1.74500	1	-1067.86	146.42	62.69	1	-1271.67	108.85	14.48	0.00	0.993899	0.093817	-0.057993	-2.256	6.642	14.677
1.75000	1	-1065.23	145.53	58.25	1	-1270.44	108.30	15.05	-0.09	0.994054	0.092070	-0.058131	-2.293	6.848	14.497
1.75500	1	-1062.76	144.71	53.89	1	-1269.17	107.86	15.73	0.03	0.994227	0.090218	-0.058087	-2.321	7.036	14.298
1.76000	1	-1060.37	143.95	49.50	1	-1267.86	107.40	16.38	-0.09	0.994400	0.088433	-0.057872	-2.335	7.206	14.109
1.76500	1	-1058.18	143.23	45.32	1	-1266.49	106.92	17.09	-0.18	0.994573	0.086722	-0.057482	-2.358	7.380	13.939
1.77000	1	-1056.19	142.56	41.40	1	-1265.10	106.42	17.80	0.00	0.994739	0.085030	-0.057130	-2.378	7.582	13.776
1.77500	1	-1054.40	142.03	37.72	1	-1263.77	105.97	18.60	-0.09	0.994877	0.083512	-0.056975	-2.410	7.844	13.646
1.78000	1	-1052.87	141.52	34.30	1	-1262.56	105.59	19.39	-0.09	0.994983	0.082294	-0.056891	-2.463	8.175	13.545
1.78500	1	-1051.63	141.07	31.23	1	-1261.43	105.26	19.85	-0.09	0.995058	0.081195	-0.057158	-2.520	8.592	13.466
1.79000	1	-1050.60	140.69	28.36	1	-1260.39	104.94	20.17	0.00	0.995105	0.080279	-0.057626	-2.574	9.071	13.378
1.79500	1	-1049.71	140.43	25.55	1	-1259.47	104.68	20.50	0.00	0.995128	0.079602	-0.058164	-2.627	9.606	13.306
1.80000	1	-1048.94	140.27	22.86	1	-1258.57	104.38	20.45	0.06	0.995128	0.079105	-0.058848	-2.681	10.180	13.254
1.80500	1	-1048.18	140.18	20.15	1	-1257.71	104.07	20.27	-0.09	0.995113	0.078774	-0.059532	-2.727	10.753	13.179
1.81000	1	-1047.47	140.15	17.53	1	-1256.91	103.73	20.27	-0.09	0.995101	0.078685	-0.059853	-2.766	11.302	13.078
1.81500	1	-1046.87	140.14	15.25	1	-1256.16	103.37	20.31	-0.09	0.995090	0.078703	-0.060008	-2.788	11.811	12.953
1.82000	1	-1046.30	140.13	12.98	1	-1255.43	103.03	20.40	0.00	0.995084	0.078799	-0.059988	-2.801	12.267	12.836
1.82500	1	-1045.81	140.16	10.87	1	-1254.74	102.70	20.56	-0.09	0.995084	0.079071	-0.059623	-2.800	12.650	12.701
1.83000	1	-1045.43	140.22	9.08	1	-1254.06	102.38	20.66	0.12	0.995108	0.079305	-0.058908	-2.779	12.954	12.548
1.83500	1	-1045.08	140.22	7.49	1	-1253.44	102.09	20.91	0.00	0.995141	0.079512	-0.058069	-2.755	13.188	12.401
1.84000	1	-1044.75	140.21	5.89	1	-1252.88	101.77	21.27	-0.09	0.995180	0.079753	-0.057057	-2.719	13.362	12.244
1.84500	1	-1044.54	140.20	4.56	1	-1252.37	101.45	21.53	0.00	0.995243	0.079936	-0.055695	-2.680	13.489	12.083
1.85000	1	-1044.38	140.14	3.38	1	-1251.94	101.19	21.80	0.00	0.995332	0.079908	-0.054115	-2.640	13.597	11.965
1.85500	1	-1044.28	140.04	2.34	1	-1251.59	100.99	22.22	0.00	0.995426	0.079893	-0.052379	-2.604	13.709	11.850
1.86000	1	-1044.20	139.93	1.26	1	-1251.25	100.78	22.51	0.03	0.995522	0.079788	-0.050695	-2.572	13.845	11.736
1.86500	1	-1044.13	139.80	0.25	1	-1250.96	100.60	22.77	-0.09	0.995625	0.079596	-0.048932	-2.548	14.017	11.596
1.87000	1	-1044.13	139.71	-0.47	1	-1250.71	100.45	23.03	-0.09	0.995713	0.079468	-0.047334	-2.539	14.240	11.445
1.87500	1	-1044.12	139.60	-1.21	1	-1250.49	100.32	23.36	0.00	0.995781	0.079449	-0.045908	-2.539	14.521	11.298
1.88000	1	-1044.09	139.44	-1.92	1	-1250.30	100.20	23.69	-0.09	0.995841	0.079355	-0.044752	-2.546	14.843	11.112
1.88500	1	-1044.11	139.33	-2.51	1	-1250.12	100.08	24.01	0.00	0.995890	0.079395	-0.043579	-2.568	15.201	10.943
1.89000	1	-1044.09	139.22	-3.09	1	-1249.95	100.03	24.29	0.00	0.995924	0.079507	-0.042587	-2.593	15.569	10.762
1.89500	1	-1043.99	139.10	-3.66	1	-1249.83	100.04	24.71	-0.09	0.995952	0.079647	-0.041664	-2.628	15.930	10.630
1.90000	1	-1043.89	138.99	-4.07	1	-1249.70	100.01	25.03	-0.09	0.995971	0.079765	-0.040976	-2.666	16.275	10.533
1.90500	1	-1043.74	138.85	-4.49	1	-1249.57	99.98	25.25	0.00	0.995976	0.080097	-0.040207	-2.709	16.595	10.457
1.91000	1	-1043.57	138.75	-4.79	1	-1249.47	99.94	25.48	-0.09	0.995968	0.080439	-0.039724	-2.745	16.888	10.402
1.91500	1	-1043.40	138.65	-4.99	1	-1249.36	99.96	25.71	-0.18	0.995953	0.080853	-0.039251	-2.788	17.158	10.361
1.92000	1	-1043.24	138.57	-5.19	1	-1249.24	99.99	25.82	-0.09	0.995926	0.081378	-0.038846	-2.832	17.419	10.357
1.92500	1	-1043.09	138.51	-5.33	1	-1249.13	100.06	26.00	0.00	0.995888	0.082063	-0.038387	-2.879	17.667	10.358
1.93000	1	-1043.00	138.43	-5.36	1	-1249.07	100.08	26.32	0.00	0.995849	0.082677	-0.038056	-2.917	17.913	10.372
1.93500	1	-1042.92	138.36	-5.45	1	-1249.01	100.10	26.62	-0.09	0.995824	0.083291	-0.037393	-2.957	18.145	10.390
1.94000	1	-1042.85	138.34	-5.54	1	-1248.95	100.14	26.80	-0.09	0.995797	0.083939	-0.036653	-3.003	18.371	10.416
1.94500	1	-1042.75	138.35	-5.74	1	-1248.90	100.20	27.02	0.00	0.995767	0.084616	-0.035899	-3.038	18.589	10.446
1.95000	1	-1042.69	138.36	-5.90	1	-1248.83	100.24	27.19	0.00	0.995753	0.085190	-0.034909	-3.075	18.792	10.495
1.95500	1	-1042.61	138.38	-6.12	1	-1248.74	100.22	27.32	-0.18	0.995745	0.085760	-0.033712	-3.103	18.976	10.550
1.96000	1	-1042.51	138.35	-6.31	1	-1248.66	100.20	27.46	-0.09	0.995741	0.086214	-0.032681	-3.129	19.154	10.626
