CODA Motion Analysis Text
Full body capture of a gymnast performing a cartwheel.
Time	Markers																																																																															
Time	R Toe.X	R Toe.Y	R Toe.Z	1.V	R Heel.X	R Heel.Y	R Heel.Z	2.V	R Ankle.X	R Ankle.Y	R Ankle.Z	3.V	R Knee.X	R Knee.Y	R Knee.Z	4.V	R Troch.X	R Troch.Y	R Troch.Z	5.V	R Pelvis.X	R Pelvis.Y	R Pelvis.Z	6.V	L Toe.X	L Toe.Y	L Toe.Z	7.V	L Heel.X	L Heel.Y	L Heel.Z	8.V	L Ankle.X	L Ankle.Y	L Ankle.Z	9.V	L Knee.X	L Knee.Y	L Knee.Z	10.V	R Shoulder.X	R Shoulder.Y	R Shoulder.Z	11.V	R Wrist.X	R Wrist.Y	R Wrist.Z	13.V	R Elbow.X	R Elbow.Y	R Elbow.Z	14.V	L Troch.X	L Troch.Y	L Troch.Z	15.V	L Pelvis.X	L Pelvis.Y	L Pelvis.Z	16.V	R Temple.X	R Temple.Y	R Temple.Z	19.V	L Temple.X	L Temple.Y	L Temple.Z	20.V	L Shoulder.X	L Shoulder.Y	L Shoulder.Z	22.V	L Elbow.X	L Elbow.Y	L Elbow.Z	23.V	L Wrist.X	L Wrist.Y	L Wrist.Z	24.V
(s)	(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)	
0.49000	675.20	-100.20	2.80	1	788.70	-143.50	1.80	1	744.40	-136.10	50.40	1	721.50	-80.30	396.80	1	1019.40	-6.50	709.60	0	816.50	-45.70	741.70	1	1853.40	-70.00	482.40	1	1795.20	-1.50	555.60	1	1756.20	-52.90	557.00	1	1439.00	-165.10	687.40	1	485.20	-8.40	539.50	1	363.30	-22.10	845.30	0	392.40	-73.20	378.80	1	1030.80	-238.60	899.60	1	927.30	-240.30	907.10	1	372.10	65.20	703.30	1	316.20	-20.70	807.90	0	278.70	-239.30	800.50	1	132.70	-303.90	745.10	1	-61.30	-380.60	622.30	1
0.49500	675.00	-100.70	2.20	1	788.70	-141.70	2.00	1	743.70	-133.90	50.90	1	715.80	-80.20	397.70	1	1019.40	-6.50	709.60	0	803.10	-49.00	743.70	1	1853.30	-62.40	533.80	1	1792.10	8.20	601.00	1	1755.00	-42.60	601.00	1	1431.20	-163.80	716.00	1	476.00	-11.30	535.80	1	363.30	-22.10	845.30	0	386.20	-89.10	375.90	1	1014.00	-239.70	909.20	1	910.90	-240.70	914.40	1	362.40	71.20	695.00	1	316.20	-20.70	807.90	0	261.10	-235.60	802.00	1	112.20	-290.50	749.40	1	-85.60	-362.40	631.50	1
0.50000	674.60	-98.70	2.50	1	789.20	-143.30	0.90	1	743.60	-134.00	51.10	1	712.20	-81.80	397.30	1	1019.40	-6.50	709.60	0	786.00	-31.80	746.70	1	1856.80	-46.10	584.80	1	1791.30	25.60	651.30	1	1752.90	-30.20	650.10	1	1423.70	-159.20	746.30	1	465.80	-9.20	532.80	1	363.30	-22.10	845.30	0	382.00	-98.90	374.50	1	997.90	-238.50	918.70	1	895.00	-238.80	921.70	1	354.10	66.10	688.00	1	316.20	-20.70	807.90	0	245.10	-224.80	804.00	1	93.60	-276.60	754.80	1	-107.70	-345.30	639.40	1
0.50500	674.90	-100.40	2.20	1	788.60	-140.50	0.90	1	743.20	-132.70	51.40	1	709.50	-80.40	397.30	1	1019.40	-6.50	709.60	0	769.70	-19.10	749.10	1	1854.70	-34.40	639.70	1	1791.30	25.60	651.30	0	1747.40	-19.10	700.10	1	1415.00	-153.20	778.40	1	458.80	-21.50	529.10	1	363.30	-22.10	845.30	0	379.40	-110.90	373.60	1	980.80	-239.70	928.20	1	878.00	-240.00	929.10	1	344.90	70.20	681.70	1	316.20	-20.70	807.90	0	229.70	-216.90	805.00	1	76.00	-265.60	759.60	1	-128.40	-327.30	646.10	1
0.51000	674.70	-99.70	2.30	1	788.00	-138.50	1.40	1	743.50	-132.70	52.00	1	708.30	-82.20	397.20	1	1019.40	-6.50	709.60	0	769.70	-19.10	749.10	0	1849.80	-24.00	697.80	1	1773.40	46.30	761.60	1	1738.90	-9.40	753.40	1	1404.00	-151.60	811.30	1	451.00	-23.80	527.00	1	363.30	-22.10	845.30	0	379.20	-126.90	372.70	1	964.10	-239.80	937.70	1	861.70	-239.10	936.60	1	335.90	76.70	676.30	1	316.20	-20.70	807.90	0	215.10	-203.70	807.10	1	59.20	-253.10	764.50	1	-147.70	-308.70	652.50	1
0.51500	674.00	-98.70	2.40	1	787.40	-136.10	0.80	1	743.80	-134.70	51.90	1	707.10	-81.50	398.40	1	1019.40	-6.50	709.60	0	742.50	-15.80	755.10	1	1844.10	-9.00	760.10	1	1759.20	55.10	821.90	1	1728.80	2.60	808.10	1	1393.70	-144.40	843.60	1	443.70	-22.90	524.90	1	363.30	-22.10	845.30	0	380.90	-140.90	373.30	1	947.70	-239.30	947.20	1	845.50	-238.40	944.20	1	328.50	72.00	671.80	1	316.20	-20.70	807.90	0	200.60	-193.70	808.20	1	43.00	-242.80	770.00	1	-165.70	-291.40	658.50	1
0.52000	673.20	-97.30	2.40	1	787.50	-138.10	0.50	1	742.90	-131.50	53.30	1	707.70	-86.80	399.50	1	1019.40	-6.50	709.60	0	729.80	-16.20	756.70	1	1831.60	-2.40	823.90	1	1759.20	55.10	821.90	0	1714.80	11.00	861.10	1	1382.20	-137.60	877.60	1	440.10	-32.70	523.00	1	363.30	-22.10	845.30	0	383.80	-148.80	375.30	1	931.20	-237.90	957.50	1	828.80	-238.40	951.90	1	320.40	79.00	667.60	1	316.20	-20.70	807.90	0	187.30	-183.10	810.40	1	27.90	-226.60	775.60	1	-182.70	-272.50	663.50	1
0.52500	672.50	-99.70	1.70	1	786.60	-133.50	1.60	1	740.50	-121.80	56.10	1	708.20	-88.90	401.40	1	1019.40	-6.50	709.60	0	719.90	-25.80	763.80	1	1819.80	11.90	885.50	1	1728.10	77.40	929.30	1	1701.40	24.90	914.30	1	1368.80	-132.30	911.90	1	436.90	-42.60	521.60	1	363.30	-22.10	845.30	0	389.00	-164.10	377.80	1	914.30	-238.00	968.40	1	812.20	-238.10	960.70	1	313.60	84.10	663.60	1	316.20	-20.70	807.90	0	174.20	-168.10	812.50	1	27.90	-226.60	775.60	0	-198.30	-255.80	668.20	1
0.53000	670.40	-97.10	2.20	1	785.40	-130.80	2.90	1	741.80	-126.70	56.30	1	708.20	-89.30	404.20	1	1019.40	-6.50	709.60	0	703.60	-0.30	771.90	1	1802.90	21.60	944.50	1	1707.90	87.20	978.60	1	1683.30	33.70	964.60	1	1352.70	-130.30	946.00	1	434.00	-46.30	521.70	1	363.30	-22.10	845.30	0	395.20	-179.00	381.90	1	898.10	-236.50	979.80	1	795.60	-238.20	969.50	1	307.50	81.60	659.80	1	191.50	37.10	739.60	1	161.30	-158.80	815.40	1	-6.70	-215.00	776.00	1	-213.20	-235.60	671.70	1
0.53500	668.40	-93.50	3.10	1	784.50	-125.50	4.70	1	741.50	-127.50	57.60	1	708.50	-92.10	407.30	1	1019.40	-6.50	709.60	0	703.60	-0.30	771.90	0	1781.50	28.50	1001.50	1	1687.80	100.70	1029.30	1	1663.90	44.70	1015.30	1	1337.60	-122.70	981.40	1	432.70	-50.20	522.80	1	363.30	-22.10	845.30	0	402.80	-185.40	386.90	1	881.50	-235.90	992.50	1	779.30	-237.30	979.00	1	302.50	85.50	656.90	1	183.90	50.20	737.70	1	149.10	-147.30	817.80	1	-21.20	-220.90	782.20	1	-226.80	-220.80	674.20	1
0.54000	667.20	-95.50	2.90	1	783.40	-121.40	8.30	1	740.60	-120.90	60.80	1	709.70	-93.60	410.40	1	1019.40	-6.50	709.60	0	703.60	-0.30	771.90	0	1762.20	43.80	1059.30	1	1687.80	100.70	1029.30	0	1642.90	56.20	1066.70	1	1321.10	-115.40	1018.10	1	432.40	-59.10	525.00	1	363.30	-22.10	845.30	0	411.40	-198.00	394.20	1	865.50	-233.80	1006.60	1	763.50	-235.30	989.50	1	298.00	85.10	654.20	1	175.60	54.10	736.00	1	137.20	-138.90	820.30	1	-34.50	-198.50	785.70	1	-239.90	-202.30	676.20	1
0.54500	665.70	-92.20	4.10	1	783.70	-123.80	11.50	1	740.20	-119.00	63.80	1	710.90	-90.10	414.90	1	1019.40	-6.50	709.60	0	703.60	-0.30	771.90	0	1740.00	58.60	1118.20	1	1642.30	132.80	1132.80	1	1620.40	70.00	1118.10	1	1302.90	-108.80	1055.70	1	432.70	-65.20	529.00	1	363.30	-22.10	845.30	0	422.30	-220.90	400.20	1	849.00	-231.70	1022.60	1	747.60	-234.50	1000.60	1	293.80	77.90	651.50	1	169.30	54.10	735.70	1	125.50	-128.80	822.40	1	-47.30	-178.20	790.70	1	-251.60	-188.40	677.10	1
0.55000	664.40	-89.70	4.20	1	782.10	-116.30	16.70	1	739.50	-116.50	67.90	1	714.10	-93.90	419.20	1	1019.40	-6.50	709.60	0	670.60	-43.30	794.10	1	1712.90	68.30	1177.70	1	1613.80	140.80	1185.30	1	1592.90	74.60	1169.60	1	1282.10	-104.10	1093.00	1	434.50	-73.80	534.00	1	363.30	-22.10	845.30	0	431.40	-219.60	410.60	1	831.80	-229.80	1039.10	1	731.80	-232.20	1012.90	1	290.60	83.70	649.30	1	163.00	63.50	734.70	1	114.60	-117.60	823.80	1	-60.60	-173.40	795.80	1	-262.50	-173.30	677.70	1
0.55500	664.10	-92.70	4.00	1	779.40	-111.60	22.10	1	738.20	-113.60	73.00	1	717.10	-89.40	424.80	1	1019.40	-6.50	709.60	0	662.70	-48.40	799.30	1	1685.50	82.00	1235.20	1	1586.50	156.70	1234.40	1	1592.90	74.60	1169.60	0	1282.10	-104.10	1093.00	0	436.60	-82.20	541.10	1	363.30	-22.10	845.30	0	442.10	-232.60	421.80	1	814.40	-228.00	1055.80	1	715.90	-230.00	1025.80	1	287.90	91.00	647.80	1	158.20	72.30	733.90	1	104.60	-105.90	825.10	1	-73.00	-163.40	799.50	1	-272.90	-155.30	677.30	1
0.56000	663.20	-89.40	4.80	1	779.10	-115.60	25.70	1	733.00	-93.30	82.10	1	721.20	-85.90	430.40	1	1019.40	-6.50	709.60	0	656.60	-70.80	804.00	1	1653.70	89.10	1293.10	1	1558.60	49.50	1275.30	1	1540.00	102.00	1270.60	1	1236.70	-92.80	1168.60	1	438.80	-86.90	549.20	1	363.30	-22.10	845.30	0	453.10	-244.30	435.10	1	796.80	-224.70	1072.80	1	699.70	-228.10	1039.30	1	286.20	86.30	646.00	1	154.80	87.30	733.40	1	94.60	-92.50	825.90	1	-85.60	-133.90	803.40	1	-281.50	-144.90	676.90	1
0.56500	663.10	-88.50	4.90	1	778.80	-116.20	29.30	1	734.30	-104.60	86.60	1	726.40	-80.60	437.60	1	1019.40	-6.50	709.60	0	649.30	-82.90	808.50	1	1626.10	113.00	1349.70	1	1518.00	135.90	1323.10	1	1540.00	102.00	1270.60	0	1236.70	-92.80	1168.60	0	440.80	-86.80	557.70	1	363.30	-22.10	845.30	0	462.20	-250.50	450.40	1	778.40	-222.50	1089.70	1	683.20	-226.40	1053.00	1	285.20	86.80	644.70	1	149.90	81.00	732.40	1	85.20	-83.60	826.40	1	-96.30	-141.10	807.40	1	-288.60	-133.00	675.80	1
0.57000	663.90	-90.50	4.50	1	777.90	-118.50	34.60	1	731.80	-102.90	93.80	1	732.00	-74.90	444.60	1	1019.40	-6.50	709.60	0	640.00	-84.40	818.30	1	1590.20	118.80	1403.60	1	1492.10	185.50	1378.40	1	1474.80	116.00	1362.90	1	1185.30	-79.60	1242.50	1	443.50	-97.50	567.60	1	359.80	-393.60	368.20	1	462.20	-250.50	450.40	0	760.10	-218.40	1106.90	1	666.60	-223.90	1066.80	1	284.30	89.70	642.90	1	146.80	89.70	731.00	1	76.30	-76.20	826.70	1	-106.40	-122.80	810.30	1	-296.00	-110.30	675.00	1
0.57500	664.40	-89.60	5.20	1	775.80	-117.10	42.00	1	729.30	-103.20	101.00	1	739.40	-73.50	452.80	1	1019.40	-6.50	709.60	0	632.30	-92.80	825.10	1	1553.90	129.40	1453.60	1	1492.10	185.50	1378.40	0	1441.10	124.70	1408.20	1	1157.30	-70.90	1278.00	1	445.20	-100.30	578.40	1	372.20	-407.90	387.40	1	462.20	-250.50	450.40	0	741.20	-214.30	1123.40	1	649.50	-222.90	1080.70	1	284.30	89.70	642.90	0	144.00	89.90	729.00	1	67.90	-65.10	827.00	1	-115.50	-103.10	813.50	1	-296.00	-110.30	675.00	0
0.58000	667.00	-94.30	5.00	1	773.60	-119.60	51.60	1	725.90	-101.60	109.70	1	746.50	-66.90	461.60	1	1019.40	-6.50	709.60	0	632.30	-92.80	825.10	0	1515.90	137.90	1503.00	1	1406.40	151.50	1434.50	1	1405.20	127.80	1449.60	1	1128.60	-58.90	1312.40	1	447.30	-108.90	590.30	1	384.30	-412.80	405.70	1	462.20	-250.50	450.40	0	722.40	-208.00	1139.40	1	632.20	-219.90	1093.90	1	284.30	89.70	642.90	0	142.20	89.80	729.50	1	59.70	-57.50	826.90	1	-125.00	-100.00	817.10	1	-312.80	-147.60	665.60	1
0.58500	670.40	-91.90	7.60	1	770.90	-114.80	62.90	1	724.10	-100.60	119.20	1	754.30	-62.70	470.50	1	1019.40	-6.50	709.60	0	622.40	-68.90	849.80	1	1475.50	144.70	1550.90	1	1368.00	168.60	1473.60	1	1368.60	130.40	1489.50	1	1097.00	-53.50	1342.80	1	448.50	-110.20	602.00	1	395.10	-419.60	425.30	1	462.20	-250.50	450.40	0	703.30	-202.00	1154.50	1	614.80	-216.70	1106.70	1	284.30	89.70	642.90	0	141.00	91.70	727.90	1	52.60	-46.30	827.10	1	-133.10	-91.00	818.90	1	-315.30	-130.20	662.20	1
0.59000	674.00	-91.00	14.50	1	772.50	-113.60	76.10	1	724.10	-92.40	130.00	1	760.30	-57.00	480.50	1	1019.40	-6.50	709.60	0	610.20	-84.70	850.00	1	1431.40	146.10	1599.80	1	1331.50	175.00	1512.00	1	1330.80	130.50	1528.50	1	1065.80	-42.50	1371.60	1	449.60	-111.60	614.20	1	404.30	-425.00	445.50	1	462.20	-250.50	450.40	0	683.30	-198.90	1168.00	1	597.60	-211.80	1118.80	1	284.30	89.70	642.90	0	138.30	100.20	726.20	1	46.20	-37.70	827.20	1	-140.60	-76.10	820.90	1	-321.70	-107.40	666.20	1
0.59500	678.80	-89.00	24.90	1	778.50	-114.40	86.30	1	729.00	-88.60	141.60	1	763.90	-57.40	491.50	1	1019.40	-6.50	709.60	0	603.10	-82.60	861.90	1	1388.00	147.20	1645.80	1	1303.70	149.20	1555.80	1	1296.00	142.30	1569.10	1	1034.50	-33.40	1397.70	1	451.10	-116.70	625.20	1	412.20	-425.90	464.80	1	462.20	-250.50	450.40	0	663.80	-193.20	1180.60	1	580.30	-208.60	1129.60	1	284.30	89.70	642.90	0	138.30	100.20	726.20	0	40.00	-30.80	827.10	1	-147.60	-65.00	821.80	1	-326.30	-86.90	666.00	1
0.60000	690.90	-84.70	33.90	1	787.40	-108.60	99.40	1	737.60	-87.70	152.90	1	762.20	-55.80	504.20	1	1019.40	-6.50	709.60	0	594.40	-88.10	867.60	1	1326.50	95.70	1670.50	1	1268.30	141.00	1597.30	1	1256.70	145.20	1606.90	1	1034.50	-33.40	1397.70	0	451.10	-116.70	625.20	0	418.00	-432.30	484.90	1	462.20	-250.50	450.40	0	644.50	-187.40	1192.20	1	563.80	-203.80	1139.40	1	284.30	89.70	642.90	0	138.30	100.20	726.20	0	33.40	-8.80	827.50	1	-154.00	-49.50	822.90	1	-330.40	-84.20	664.10	1
0.60500	709.00	-83.40	42.00	1	800.30	-106.90	115.50	1	749.50	-84.90	165.50	1	758.70	-58.80	516.60	1	1019.40	-6.50	709.60	0	585.30	-92.30	873.80	1	1297.90	105.40	1727.50	1	1235.70	123.40	1638.40	1	1256.70	145.20	1606.90	0	1034.50	-33.40	1397.70	0	451.10	-116.70	625.20	0	422.10	-433.80	503.30	1	462.20	-250.50	450.40	0	624.80	-185.10	1202.50	1	547.40	-200.40	1148.60	1	284.30	89.70	642.90	0	138.30	100.20	726.20	0	28.80	-14.20	827.50	1	-160.00	-37.10	823.60	1	-335.00	-77.90	664.90	1
0.61000	726.20	-61.50	56.90	1	817.60	-101.60	132.80	1	764.60	-80.90	179.00	1	754.30	-60.70	529.10	1	1019.40	-6.50	709.60	0	570.90	-103.30	875.30	1	1256.60	153.50	1771.20	1	1198.50	114.70	1675.80	1	1182.40	154.00	1676.70	1	942.40	-26.50	1460.00	1	449.70	-119.20	668.60	1	423.50	-438.40	521.20	1	462.20	-250.50	450.40	0	605.90	-181.80	1212.40	1	531.10	-198.10	1157.30	1	284.30	89.70	642.90	0	138.30	100.20	726.20	0	23.70	-9.40	827.20	1	-165.80	-29.30	824.30	1	-339.10	-66.10	663.70	1
0.61500	754.00	-76.50	65.50	1	836.90	-98.20	151.90	1	782.10	-79.40	192.80	1	749.70	-59.10	541.60	1	1019.40	-6.50	709.60	0	559.20	-84.90	881.20	1	1215.90	85.90	1802.20	1	1161.80	111.40	1709.80	1	1144.50	154.10	1708.60	1	913.70	-28.30	1479.30	1	445.10	-114.40	683.50	1	423.40	-441.90	537.70	1	462.20	-250.50	450.40	0	587.80	-179.40	1222.20	1	515.00	-198.00	1165.20	1	284.30	89.70	642.90	0	125.60	93.30	746.80	1	18.30	-1.70	826.90	1	-170.90	-13.50	825.40	1	-342.20	-48.00	664.00	1
0.62000	780.20	-74.50	79.40	1	858.20	-91.70	171.80	1	801.80	-80.90	207.80	1	746.60	-60.60	554.00	1	1019.40	-6.50	709.60	0	548.20	-90.10	889.40	1	1170.10	153.10	1836.20	1	1121.50	125.80	1737.40	1	1109.70	159.30	1740.50	1	888.10	-22.30	1498.20	1	440.70	-107.30	696.10	1	422.40	-444.40	552.30	1	462.20	-250.50	450.40	0	569.80	-182.10	1230.80	1	498.90	-198.60	1172.40	1	284.30	89.70	642.90	0	127.20	82.60	738.80	1	13.40	6.50	826.20	1	-176.00	-5.20	826.00	1	-345.90	-41.40	663.00	1
0.62500	807.20	-76.40	95.20	1	880.30	-89.50	193.10	1	821.50	-81.70	223.80	1	745.10	-60.90	566.60	1	1019.40	-6.50	709.60	0	537.70	-91.70	896.80	1	1127.40	148.10	1863.00	1	1079.90	143.10	1761.10	1	1072.40	151.70	1765.30	1	861.30	-24.30	1515.50	1	435.40	-96.60	704.30	1	420.30	-445.30	565.50	1	462.20	-250.50	450.40	0	552.50	-180.60	1239.80	1	483.20	-196.20	1179.50	1	284.30	89.70	642.90	0	126.90	92.80	734.80	1	8.30	12.40	825.80	1	-181.30	4.20	826.70	1	-350.00	-36.70	663.00	1
0.63000	830.70	-67.50	114.10	1	901.40	-82.90	216.40	1	841.40	-83.00	241.40	1	746.40	-63.60	579.20	1	1019.40	-6.50	709.60	0	524.40	-84.00	904.10	1	1086.50	141.90	1886.90	1	1044.40	185.60	1793.60	1	1039.90	158.00	1791.30	1	837.20	-17.90	1533.40	1	434.50	-117.50	711.60	1	416.60	-447.90	577.30	1	462.20	-250.50	450.40	0	535.50	-179.00	1248.30	1	467.20	-195.10	1186.00	1	263.90	81.70	633.80	1	126.40	95.30	729.90	1	514.10	83.90	1312.60	1	319.10	-7.10	1183.00	1	-354.10	-21.70	662.50	1
0.63500	860.00	-84.10	131.20	1	921.20	-79.00	240.40	1	861.60	-83.90	259.60	1	750.30	-64.20	593.10	1	1019.40	-6.50	709.60	0	512.10	-84.60	912.50	1	1048.60	137.90	1909.10	1	1010.20	184.30	1817.40	1	1005.70	157.20	1814.30	1	810.70	-22.40	1549.40	1	434.50	-117.50	711.60	0	411.40	-450.00	588.00	1	462.20	-250.50	450.40	0	518.50	-180.80	1256.00	1	451.30	-194.20	1191.70	1	262.30	94.10	631.50	1	126.00	95.90	725.60	1	-1.30	21.20	823.90	1	-190.20	25.50	827.10	1	-358.40	-12.80	662.10	1
0.64000	886.50	-91.60	152.10	1	942.80	-82.30	263.70	1	881.90	-85.60	279.70	1	755.20	-63.40	607.00	1	1019.40	-6.50	709.60	0	500.50	-80.50	919.90	1	1012.90	133.50	1929.70	1	973.90	185.10	1835.70	1	971.10	147.40	1831.80	1	786.30	-20.10	1566.40	1	426.90	-110.90	725.00	1	404.80	-452.00	597.20	1	462.20	-250.50	450.40	0	502.10	-180.80	1262.90	1	435.20	-193.20	1197.10	1	261.60	95.00	630.60	1	124.80	101.20	721.20	1	-6.10	25.30	822.70	1	-194.60	34.70	826.80	1	-364.30	-6.90	661.10	1
0.64500	911.40	-93.30	176.40	1	962.70	-79.70	289.00	1	902.50	-89.20	301.60	1	761.90	-64.20	622.60	1	1019.40	-6.50	709.60	0	495.30	-91.90	932.40	1	979.20	127.80	1948.60	1	941.00	189.90	1854.20	1	940.10	146.20	1850.10	1	762.40	-17.00	1583.80	1	422.30	-113.20	731.10	1	397.20	-453.30	604.60	1	462.20	-250.50	450.40	0	486.20	-180.30	1269.50	1	419.30	-190.90	1202.40	1	260.00	97.70	630.50	1	124.60	105.90	716.80	1	-10.70	31.50	821.10	1	-199.20	41.90	825.80	1	-370.40	4.80	660.30	1
0.65000	938.80	-102.90	200.80	1	984.80	-82.10	315.10	1	922.40	-88.70	324.90	1	769.20	-61.60	638.50	1	1019.40	-6.50	709.60	0	484.70	-87.20	938.90	1	948.20	125.20	1966.00	1	911.80	183.60	1874.40	1	910.70	149.10	1868.40	1	738.00	-17.30	1598.60	1	417.20	-110.50	735.20	1	388.80	-453.90	610.30	1	462.20	-250.50	450.40	0	470.60	-179.70	1275.50	1	403.10	-190.10	1207.00	1	257.90	98.00	629.50	1	123.80	101.40	713.40	1	-15.60	34.90	819.60	1	-203.90	46.90	824.90	1	-377.00	15.20	659.90	1
0.65500	965.00	-107.50	228.00	1	1008.30	-85.30	342.00	1	943.90	-93.60	349.60	1	776.10	-55.90	656.70	1	1019.40	-6.50	709.60	0	468.90	-99.00	939.30	1	919.20	127.90	1984.20	1	911.80	183.60	1874.40	0	881.00	146.10	1883.30	1	713.60	-16.00	1613.30	1	410.20	-106.00	739.70	1	379.30	-453.80	614.20	1	462.20	-250.50	450.40	0	455.20	-177.00	1280.80	1	387.20	-188.30	1211.60	1	256.00	94.70	629.10	1	121.70	110.00	710.60	1	-20.80	38.50	817.40	1	-208.40	56.70	823.50	1	-385.20	22.50	659.00	1
0.66000	991.10	-109.00	257.30	1	1032.80	-91.80	369.50	1	965.30	-96.60	376.40	1	784.50	-59.10	675.40	1	1019.40	-6.50	709.60	0	463.00	-90.80	949.00	1	889.60	126.50	2000.80	1	848.60	151.30	1898.30	1	853.20	150.80	1899.60	1	687.80	-23.20	1624.90	1	404.20	-124.70	742.00	1	368.80	-454.00	616.50	1	462.20	-250.50	450.40	0	439.40	-175.10	1285.50	1	371.20	-185.30	1215.80	1	253.30	89.30	629.30	1	120.60	104.70	707.60	1	-26.20	41.40	815.00	1	-213.70	60.70	821.40	1	-393.90	29.70	658.40	1
0.66500	1019.10	-114.60	289.00	1	1055.40	-92.20	399.70	1	986.70	-97.80	404.30	1	792.10	-59.00	695.20	1	1019.40	-6.50	709.60	0	452.40	-91.60	955.30	1	859.80	129.50	2018.00	1	824.50	133.30	1919.10	1	823.10	146.20	1911.40	1	663.10	-22.40	1637.70	1	396.10	-110.90	744.10	1	357.70	-453.00	616.80	1	462.20	-250.50	450.40	0	423.10	-171.00	1290.20	1	355.30	-182.50	1219.70	1	250.40	88.40	628.40	1	118.30	108.20	704.80	1	-32.20	44.40	812.30	1	-219.40	63.70	819.00	1	-402.90	41.00	657.50	1
0.67000	1047.00	-119.20	322.10	1	1078.90	-96.30	432.20	1	1009.10	-101.60	434.50	1	798.90	-61.70	716.30	1	486.20	-45.80	967.00	1	441.70	-100.90	959.90	1	828.00	126.50	2030.70	1	797.60	133.90	1932.00	1	795.70	150.90	1925.70	1	637.40	-26.00	1648.60	1	388.80	-123.00	744.60	1	346.00	-451.80	615.20	1	462.20	-250.50	450.40	0	405.70	-167.00	1294.60	1	339.40	-178.80	1223.50	1	247.20	86.40	627.50	1	116.20	106.10	702.50	1	-38.80	43.50	809.20	1	-225.60	67.90	815.60	1	-411.60	56.60	657.30	1
0.67500	1074.00	-117.90	358.50	1	1099.40	-92.30	469.70	1	1030.40	-98.90	468.10	1	804.00	-58.10	737.80	1	469.10	-21.60	966.40	1	434.00	-95.50	966.80	1	797.00	129.30	2046.80	1	772.40	123.40	1948.00	1	766.50	145.60	1935.60	1	611.60	-28.20	1659.50	1	381.10	-129.40	745.90	1	334.00	-448.20	611.90	1	462.20	-250.50	450.40	0	386.80	-159.90	1299.30	1	322.80	-176.60	1226.90	1	243.60	82.00	626.20	1	113.70	107.60	700.00	1	-45.40	47.80	805.50	1	-231.80	74.00	812.20	1	-421.00	67.80	658.10	1
0.68000	1103.20	-121.70	396.30	1	1122.50	-101.00	507.90	1	1051.80	-99.70	504.60	1	809.30	-62.70	758.90	1	465.70	-55.40	974.20	1	424.70	-98.90	972.70	1	764.60	135.50	2061.80	1	743.10	132.90	1955.70	1	739.70	153.70	1949.60	1	586.60	-27.10	1670.40	1	372.70	-127.90	745.50	1	321.40	-449.00	607.30	1	462.20	-250.50	450.40	0	366.40	-153.80	1304.10	1	306.10	-171.60	1230.30	1	239.60	80.00	625.50	1	111.50	105.40	700.40	1	-52.50	46.70	801.80	1	-238.70	74.30	808.70	1	-431.10	73.70	658.20	1
0.68500	1131.00	-122.20	436.70	1	1143.10	-99.80	550.40	1	1072.80	-100.20	543.50	1	813.70	-64.10	781.00	1	460.50	-53.80	978.90	1	416.30	-101.20	978.40	1	731.00	135.50	2072.90	1	716.90	133.40	1964.90	1	710.80	152.20	1958.30	1	560.00	-30.60	1680.30	1	364.80	-131.00	743.10	1	308.70	-447.00	600.90	1	462.20	-250.50	450.40	0	345.10	-146.40	1309.20	1	288.30	-165.90	1233.90	1	234.90	78.50	623.60	1	107.50	107.80	696.40	1	-59.70	48.20	797.90	1	-245.80	73.40	805.40	1	-441.10	78.90	659.30	1
0.69000	1160.60	-131.70	480.80	1	1163.30	-101.70	596.50	1	1093.00	-100.40	584.90	1	817.10	-63.80	803.30	1	454.50	-58.40	985.30	1	408.00	-101.50	985.20	1	696.80	136.60	2082.50	1	690.10	132.30	1974.50	1	683.40	155.00	1967.50	1	533.70	-34.80	1689.00	1	356.70	-137.30	740.00	1	295.90	-446.30	593.40	1	462.20	-250.50	450.40	0	323.40	-139.40	1313.40	1	269.50	-159.80	1237.70	1	230.50	71.80	622.40	1	104.00	101.30	693.50	1	-66.90	49.30	794.00	1	-252.70	77.10	802.30	1	-450.80	89.30	660.70	1
0.69500	1185.50	-129.10	529.50	1	1180.10	-95.70	646.20	1	1111.80	-101.60	629.80	1	820.20	-63.90	827.00	1	454.90	-53.30	1000.60	1	400.50	-101.20	991.60	1	662.20	137.30	2092.40	1	690.10	132.30	1974.50	0	652.70	151.80	1974.70	1	507.00	-36.80	1697.30	1	348.50	-140.20	735.50	1	283.20	-445.60	585.10	1	462.20	-250.50	450.40	0	302.30	-128.40	1317.30	1	250.20	-150.70	1241.30	1	225.70	70.30	620.50	1	99.80	106.40	691.70	1	-74.30	49.50	790.10	1	-259.90	79.90	799.70	1	-460.80	93.10	662.50	1
